2	مقدمة التحقيق
3	(١) مقدمة التحقيق
3	أهمية العمل ومبرراته
5	خطة العمل ومنهج التحقيق
5	أولا: فيما يتصل بالنسخ الخطية
6	ثانيا: فيما يتصل بتحقيق نصوص الكتاب فإنه يجري على هذا الشكل
8	مدى الالتزام بهذه الخطة
9	القراءات المتعددة للكتاب بكامله
10	وختاما
11	(٢) دراسة شخصية المؤلف الحافظ ابن كثير
12	أولا: عصر المؤلف
12	تمهيد
13	١ - الحياة السياسية
14	٢ - الحياة الاجتماعية
15	٣ - الحياة العلمية
15	٤ - الحياة الفكرية
17	ثانيا: اسمه ونسبه
18	ثالثا: ولادته ونشأته
18	ولادته
19	نشأته
21	رابعا: أسرته
21	أبوه
21	إخوته وأخواته
22	زوجه
22	أولاده
24	خامسا: شيوخه وتلاميذه
24	أ- شيوخه
33	وأجاز لابن كثير
33	ب- تلاميذه
39	سادسا: كتبه
39	تمهيد
40	أ- الكتب المطبوعة والمخطوطة
40	١ - تفسير القرآن العظيم
42	٢ - فضائل القرآن
42	٣ - البداية والنهاية
43	٤ - السيرة النبوية مبسوطة
43	٥ - الفصول في سيرة الرسول ﷺ
44	٦ - "اختصار علوم الحديث"
45	٧ - الاجتهاد في طلب الجهاد
46	٨ - جامع المسانيد والسنن الهادي لأقوي سنن
48	٩ - التكميل في معرفة الثقات والضعفاء والمجاهيل
49	١٠ - مسند الفاروق أمير المؤمنين أبي حفص عمر بن الخطاب ﵁ وأقواله على أبواب العلم
49	١١ - طبقات الشافعية
50	ب - الكتب المفقودة
54	ج- الأجزاء الحديثيه
56	سابعا: مكانته العلمية والاجتماعية
56	تمهيد
56	أ- مكانته العلمية
62	ب- مكانته الاجتماعية
65	ثامنا: وفاته
66	(٣) دراسة الكتاب البداية والنهاية
67	أولا: المحتوى
67	تمهيد
69	١ - المبتدأ وقصص الأنبياء
70	٢ - السيرة النبوية
71	٣ - تاريخ الإسلام
74	٤ - النهاية (ذكر الآخرة وأحوالها. .)
76	ثانيا: منهج الكتاب
80	ثالثا: الأسلوب
82	رابعا: الموارد والمصادر
82	أ- كتب التفسير
83	ب- الكتب السماوية
83	ج- كتب الحديث ورجاله
83	د- كتب السير والمغازي
83	هـ- كتب الدلائل
84	و- كتب التاريخ الإسلامي
84	خامسا: طبعات البداية والنهاية
85	(٤) ثبت بأجزاء كتاب "البداية والنهاية" وأسماء المحققين لها
86	(٥) وصف النسخ المخطوطة ونماذج من صورها
86	أولا - النسخة الأحمدية
87	ثانيا - نسخة برلين
88	ثالثا - نسخة الظاهرية
88	رابعا: نسخة الرباط
98	مقدمة المؤلف
105	١ - المبتدأ وقصص الأنبياء
105	فصل - الله خالق كل شيء -
109	فصل فيما ورد في صفة خلق العرش والكرسي
116	وأما الكرسي
119	ذكر اللوح المحفوظ
120	باب ما ورد في خلق السماوات والأرض وما بينهما
127	باب ما جاء فى سبع أرضين
134	فصل في البحار والأنهار
143	فصل في دلائل عظمة الله تعالى
145	باب ذكر ما يتعلق بخلق السماوات وما فيهن من الآيات
157	الكلام على المجرة وقوس قزح
159	[الكلام على الرعد]
160	باب ذكر خلق الملائكة وصفاتهم ﵈
182	باب خلق الجان وقصة الشيطان
202	باب ما ورد في خلق آدم ﵇
220	ذكر احتجاج آدم وموسى ﵉
226	ذكر الأحاديث الواردة في خلق آدم
236	ذكر قصة ابني آدم قابيل وهابيل
245	ذكر وفاة آدم ووصيته إلى ابنه شيث ﵇
247	ذكر إدريس ﵇
250	قصة نوح ﵇
272	ذكر شيء من أخبار نوح نفسه ﵇
272	ذكر صومه ﵇
273	ذكر حجه ﵇
273	ذكر وصيته لولده ﵇
276	قصة هود ﵇
289	قصة صالح نبي ثمود ﵇
299	مرور النبي بوادي الحجر من أرض ثمود عام تبوك
301	قصة إبراهيم الخليل ﵇
312	ذكر مناظرة إبراهيم الخليل مع من أراد أن ينازع العظيم الجليل في إزار العظمة ورداء الكبرياء، فادعى الربوبية، وهو أحد العبيد الضعفاء
314	ذكر هجرة الخليل ﵇ إلى بلاد الشام ودخوله الديار المصرية، واستقراره بالأرض المقدسة
320	ذكر مولد إسماعيل ﵇ من هاجر
321	ذكر مهاجرة إبراهيم بابنه إسماعيل وأمه هاجر إلى جبال فاران، وهي أرض مكة وبنائه البيت العتيق
325	قصة الذبيح
330	ذكر مولد إسحاق
333	ذكر بناية البيت العتيق
338	ذكر ثناء الله ورسوله الكريم على عبده وخليله إبراهيم
347	ذكر قصره في الجنة
347	ذكر قصة إبراهيم ﵇
348	ذكر وفاة إبراهيم، وما قيل في عمره
351	ذكر أولاد إبراهيم الخليل
351	[قصة قوم لوط ﵇]
361	قصة مدين قوم شعيب ﵇
370	باب ذكر ذرية إبراهيم ﵊
371	ذكر إسماعيل ﵇
373	ذكر إسحاق بن إبراهيم الكريم ابن الكريم عليهما الصلاة والتسليم
379	ذكر ما وقع من الأمور العجيبة في حياة إسرائيل فمن ذلك قصة يوسف بن راحيل
408	قصة أيوب ﵇
414	وهذه قصة ذي الكفل الذي زعم قوم أنه ابن أيوب
416	باب ذكر أمم أهلكوا بعامة
423	قصة يونس ﵇
429	ذكر فضل يونس ﵇
433	قصة موسى الكليم
464	فصل في هلاك فرعون وجنوده
485	فصل فيما كان من أمر بني إسرائيل بعد هلاك فرعون
493	فصل في دخول بني إسرائيل التيه وما جرى لهم من الأمور العجيبة
497	سؤال الرؤية
502	قصة عبادتهم العجل في غيبة كليم الله عنهم
509	ذكر حديث آخر في معنى ما ذكره ابن حبان
513	قصة بقرة بني إسرائيل
515	قصة موسى والخضر ﵉
521	ذكر الحديث الملقب بحديث الفتون المتضمن قصة موسى مبسوطة من أولها إلى آخرها
530	ذكر بناء قبة الزمان
533	قصة قارون مع موسى ﵇
537	باب ذكر فضائل موسى ﵇ وشمائله وصفاته ووفاته
543	ذكر حجته ﵇ إلى البيت العتيق
544	ذكر وفاته ﵇
548	ذكر نبوة يوشع وقيامه بأعباء بني إسرائيل بعد موسى وهارون ﵈
558	ذكر قصتي الخضر وإلياس ﵉
576	وأما إلياس ﵇
580	باب ذكر جماعة من أنبياء بني إسرائيل بعد موسى ﵇
580	قصة حزقيل
583	وهذه قصة اليسع ﵇
583	فصل
585	قصة شمويل ﵇ وفيها بدء أمر داود ﵇
